Name,Original Price,Discounted Price,Discount Percent,Premium,quantity,Rating,Review Count,Delivery Time,Category,selling price
Pond's Bright Beauty Anti,359,113,68.52,No,50 g,4.5,734,6 mins,skin care,246
Dermafique Intensive Restore Body Lotion,549,273,50.27,No,300 ml,4.4,153,10 mins,skin care,276
NIVEA Natural Glow Cell Repair Body Lotion,330,80,75.76,No,200 ml,4.5,776,6 mins,skin care,250
O3+ Bridal Facial Kit for Radiant,885,62,92.99,No,,4.9,519,6 mins,skin care,823
O3+ Bridal Facial Kit for Radiant,599,30,94.99,No,30 ml,4.2,599,6 mins,skin care,569
Skininspired Mattifying Gel Face Moisturizer,499,55,88.98,No,30 ml,4.4,499,6 mins,skin care,444
Skininspired Mattifying Gel Face Moisturizer,999,292,70.77,No,50 g,4.3,157,10 mins,skin care,707
Skininspired Mattifying Gel Face Moisturizer,549,162,70.49,No,30 ml,4.6,551,10 mins,skin care,387
Vaseline Sun Protect SPF 30 Body Lotion,870,426,51.03,No,600 ml,4.7,520,10 mins,skin care,444
10 mins,599,66,88.98,No,,4.4,76,10 mins,skin care,533
Khadi Essentials Neem Face Wash Clears Acne,399,186,53.38,No,100 ml,4.5,211,6 mins,skin care,213
Pond's Super Light Gel Oil,545,271,50.28,No,200 ml,4.7,545,6 mins,skin care,274
O3+ Professional Brightening,830,100,87.95,No,50 g,4.4,125,10 mins,skin care,730
Nivea Aloe Lotion,799,360,54.94,No,600 ml,4.6,441,6 mins,skin care,439
Personal Touch Skincare Skincare Cleanser,599,171,71.45,No,100 ml,4.3,525,10 mins,skin care,428
Nivea Natural Glow Cell Repair Body Lotion,645,271,57.98,No,400 ml,3.2,162,10 mins,skin care,374
Olay Regenerist Advanced Anti Aging Micro Sculpting Hydra Firming Complex Skin Cream Moisturizer,1799,671,62.7,No,50 g,2.9,107,10 mins,skin care,1128
POND'S Niacinamide Nourishing Body Lotion,835,393,52.93,No,600 ml,3.7,835,6 mins,skin care,442
POND'S Niacinamide Nourishing Body Lotion,649,175,73.04,No,30 ml,4.6,105,10 mins,skin care,474
"Minimalist SPF 30 Body Lotion With Vitamin E, Glycerin",499,25,94.99,No,150 g,,94,6 mins,skin care,474
Aveeno Daily Moisturizing Lotion For Normal And Dry Skin,1190,164,86.22,No,354 ml,3.6,71,10 mins,skin care,1026
Venusia Max Intensive Moisturizing Lotion ,1317,291,77.9,No,500 ml,4.1,196,10 mins,skin care,1026
Venusia Max Intensive Moisturizing Lotion ,699,107,84.69,No,30 ml,4.6,93,10 mins,skin care,592
The Face Shop Rice Water Bright Rich Cleansing Oil,1289,187,85.49,No,150 ml,4.5,79,10 mins,skin care,1102
The Face Shop Rice Water Bright Light Cleansing Oil,1349,135,89.99,No,150 ml,4.7,70,10 mins,skin care,1214
Glenmark Episoft Ac Moisturizer,639,109,82.94,No,75 g,4.5,574,6 mins,skin care,530
Lotus Herbals Safe Sun Screen,585,209,64.27,No,100 g,4.4,295,10 mins,skin care,376
Sanfe Promise Face Acne Patch,169,44,73.96,No,36 pcs,4.4,169,6 mins,skin care,125
Himalaya Lip Balm,40,9,77.5,No,10 g,4.6,40,6 mins,skin care,31
Patanjali Ayurveda Saundarya Aloe Vera Gel,55,11,80,No,60 g,4.7,60,6 mins,skin care,44
Dot,595,95,84.03,No,80 g,4.8,635,10 mins,skin care,500
Nua Hydrocolloid And Salicylic Acid Pimple Patches,159,18,88.68,No,36 pcs,4.6,159,6 mins,skin care,141
FURR By Pee Safe Charcoal Nose Strips,99,15,84.85,No,3 pcs,4.2,99,6 mins,skin care,84
Dabur Gulabari Premium Rose Water,135,53,60.74,No,400 ml,4.7,400,6 mins,skin care,82
POND'S Activated Charcoal Clear Detox Skin,99,36,63.64,No,25 ml,4.5,99,6 mins,skin care,63
Dabur Gulabari Premium Rose Water,92,23,75,No,250 ml,4.8,250,6 mins,skin care,69
O3+ Facialist Brightening Face Sheet Mask ,155,15,,No,30 ml,4.2,413,6 mins,skin care,140
The Face Shop Real Nature Rice Face Mask,100,38,62,No,20 g,4.7,100,6 mins,skin care,62
The Face Shop Real Nature Rice Face Mask,110,29,73.64,No,150 ml,4.7,150,6 mins,skin care,81
Oxylife Natural Radiance 5 Creme Bleach,99,18,81.82,No,27 g,4.6,99,6 mins,skin care,81
Sanfe Instant Tan,399,108,72.93,No,100 g,4.2,960,6 mins,skin care,291
Lakme Blush,100,49,51,No,25 ml,4.7,100,6 mins,skin care,51
Sanfe Deep Purifying Nose Strips For Women,169,41,75.74,No,6 pcs,4.1,169,6 mins,skin care,128
The Face Shop Rice,899,266,70.41,No,150 ml,4.3,133,10 mins,skin care,633
SPF 50 PA++++,299,29,,No,30 g,4.4,299,6 mins,skin care,270
Nivea Cherry Shine Lip Balm,260,102,60.77,No,8 g,4.8,260,6 mins,skin care,158
Foxtale Salicylic Acid Acne Spot Corrector Gel,449,58,87.08,No,15 ml,4.6,137,10 mins,skin care,391
Dot,445,58,86.97,No,50 g,4.7,445,6 mins,skin care,387
Dot,199,6,96.98,No,4 g,4.4,199,6 mins,skin care,193
Everyuth Naturals Tan Removal Pack,140,27,80.71,No,5 g,4.5,140,6 mins,skin care,113
The Face Shop Real Nature Avocado Face Mask,100,38,62,No,20 g,4.4,353,10 mins,skin care,62
